num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_period
1,Internet,RoundTrip,3,17,7,Fri,PEKTWU,China,Yes,No,No,6.42,No,Morning
1,Internet,RoundTrip,27,29,17,Wed,PEKTWU,China,No,No,Yes,6.42,No,Evening
1,Internet,RoundTrip,14,19,8,Mon,PEKTWU,Netherlands,No,No,No,6.42,No,Morning
1,Internet,RoundTrip,337,28,15,Mon,PEKTWU,China,Yes,No,No,6.42,No,Afternoon
1,Internet,RoundTrip,45,59,17,Fri,PEKTWU,China,Yes,No,No,6.42,Yes,Evening
2,Internet,RoundTrip,118,27,8,Tue,PEKTWU,China,Yes,No,No,6.42,No,Morning
1,Internet,RoundTrip,23,26,14,Sun,PEKTWU,China,Yes,No,No,6.42,No,Afternoon
1,Internet,RoundTrip,209,29,3,Tue,PEKTWU,Malaysia,No,No,No,6.42,No,Night
1,Internet,RoundTrip,1,104,2,Thu,PENPER,Australia,Yes,No,Yes,5.62,No,Night
1,Mobile,RoundTrip,145,49,13,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,54,28,10,Mon,PENPER,Australia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,172,41,9,Mon,PENPER,United States,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,40,23,14,Wed,PENPER,Australia,Yes,No,No,5.62,Yes,Afternoon
1,Internet,RoundTrip,66,29,15,Mon,PENPER,Malaysia,Yes,No,No,5.62,No,Afternoon
2,Internet,RoundTrip,235,24,7,Tue,PENPER,New Zealand,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,122,21,20,Thu,PENPER,Australia,Yes,Yes,No,5.62,No,Evening
2,Internet,RoundTrip,186,26,5,Sun,PENPER,Australia,No,No,No,5.62,No,Morning
3,Internet,RoundTrip,115,26,6,Sun,PENPER,Australia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,104,87,7,Sat,PENPER,Malaysia,Yes,No,Yes,5.62,No,Morning
1,Internet,RoundTrip,7,18,6,Wed,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,174,29,12,Mon,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,10,17,11,Wed,PENPER,Australia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,1,20,14,Tue,PENPER,Australia,No,No,No,5.62,Yes,Afternoon
1,Internet,RoundTrip,193,17,0,Mon,PENPER,Australia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,7,48,15,Wed,PENPER,Australia,Yes,Yes,Yes,5.62,Yes,Afternoon
1,Internet,RoundTrip,27,21,9,Mon,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,1,37,6,Mon,PENPER,Italy,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,86,29,11,Wed,PENPER,Australia,No,No,No,5.62,No,Morning
2,Internet,RoundTrip,18,20,12,Wed,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
6,Internet,RoundTrip,210,26,1,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Night
2,Internet,RoundTrip,50,34,3,Thu,PENPER,Australia,Yes,Yes,Yes,5.62,Yes,Night
1,Internet,RoundTrip,38,19,8,Sun,PENPER,Australia,Yes,No,No,5.62,No,Morning
3,Internet,RoundTrip,315,18,13,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,6,28,6,Thu,PENPER,Malaysia,Yes,No,Yes,5.62,No,Morning
2,Internet,RoundTrip,133,36,5,Tue,PENPER,Australia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,270,41,13,Tue,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,35,40,6,Sun,PENPER,Australia,Yes,No,Yes,5.62,No,Morning
1,Internet,RoundTrip,17,89,7,Tue,PENPER,Malaysia,Yes,No,Yes,5.62,No,Morning
1,Internet,RoundTrip,37,34,13,Sun,PENPER,Malaysia,No,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,110,70,2,Wed,PENPER,Australia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,161,21,1,Sat,PENPER,Australia,No,No,Yes,5.62,No,Night
2,Internet,RoundTrip,20,49,0,Sun,PENPER,Malaysia,Yes,Yes,No,5.62,No,Night
1,Internet,RoundTrip,27,20,14,Mon,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,242,33,6,Wed,PENPER,Malaysia,No,Yes,No,5.62,No,Morning
3,Internet,RoundTrip,57,294,5,Thu,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,55,30,1,Mon,PENPER,Australia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,110,70,2,Wed,PENPER,Australia,Yes,No,Yes,5.62,No,Night
2,Internet,RoundTrip,20,52,7,Wed,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,6,26,4,Fri,PENPER,Malaysia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,70,24,22,Wed,PENPER,Australia,No,Yes,Yes,5.62,No,Night
1,Internet,RoundTrip,41,69,5,Fri,PENPER,United Kingdom,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,106,24,12,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,9,37,16,Mon,PENPER,Australia,No,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,9,89,3,Mon,PENPER,Malaysia,Yes,No,No,5.62,No,Night
2,Internet,RoundTrip,5,75,6,Sun,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,28,18,11,Tue,PENPER,Australia,Yes,No,Yes,5.62,Yes,Morning
1,Internet,RoundTrip,76,34,23,Thu,PENPER,Australia,No,Yes,No,5.62,No,Night
1,Internet,RoundTrip,113,20,4,Wed,PENPER,Australia,No,No,No,5.62,No,Night
2,Internet,RoundTrip,242,24,9,Mon,PENPER,Malaysia,Yes,Yes,No,5.62,Yes,Morning
1,Internet,RoundTrip,31,62,2,Thu,PENPER,Malaysia,Yes,No,Yes,5.62,Yes,Night
1,Internet,RoundTrip,50,17,8,Fri,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,3,32,9,Sun,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,85,120,8,Thu,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,27,25,16,Sun,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
4,Internet,RoundTrip,175,34,10,Fri,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
2,Internet,RoundTrip,12,59,14,Wed,PENPER,Malaysia,Yes,Yes,Yes,5.62,Yes,Afternoon
1,Internet,RoundTrip,45,43,13,Wed,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,5,21,2,Mon,PENPER,Malaysia,Yes,No,No,5.62,No,Night
2,Internet,RoundTrip,89,20,14,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
2,Internet,RoundTrip,157,28,4,Thu,PENPER,Australia,Yes,Yes,Yes,5.62,No,Night
1,Internet,RoundTrip,7,18,6,Wed,PENPER,Malaysia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,11,29,16,Tue,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
2,Internet,RoundTrip,125,17,10,Wed,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,0,1,1,Mon,PENPER,Australia,Yes,Yes,No,5.62,No,Night
2,Internet,RoundTrip,55,22,11,Fri,PENPER,Malaysia,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,16,88,9,Tue,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,34,41,14,Sun,PENPER,Australia,No,No,No,5.62,No,Afternoon
1,Mobile,RoundTrip,156,35,1,Sat,PENPER,Australia,No,No,No,5.62,No,Night
2,Internet,RoundTrip,20,29,1,Sat,PENPER,Malaysia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,86,89,4,Tue,PENPER,New Zealand,Yes,No,No,5.62,No,Night
1,Internet,RoundTrip,11,17,16,Mon,PENPER,Australia,No,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,30,84,7,Mon,PENPER,Australia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,385,22,3,Mon,PENPER,Germany,Yes,Yes,Yes,5.62,No,Night
1,Internet,RoundTrip,23,40,9,Sun,PENPER,Malaysia,Yes,Yes,No,5.62,Yes,Morning
1,Internet,RoundTrip,189,19,7,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
2,Internet,RoundTrip,166,74,5,Mon,PENPER,Malaysia,Yes,No,Yes,5.62,Yes,Morning
1,Internet,RoundTrip,69,67,15,Thu,PENPER,Malaysia,Yes,Yes,No,5.62,No,Afternoon
1,Internet,RoundTrip,56,21,2,Sat,PENPER,Australia,Yes,Yes,Yes,5.62,No,Night
1,Internet,RoundTrip,211,52,6,Sun,PENPER,Australia,Yes,Yes,No,5.62,No,Morning
1,Internet,RoundTrip,52,21,6,Sun,PENPER,Malaysia,Yes,Yes,No,5.62,No,Morning
1,Internet,RoundTrip,25,19,8,Tue,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,43,23,11,Mon,PENPER,Australia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,280,23,3,Mon,PENPER,Australia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,122,20,10,Sat,PENPER,Australia,Yes,Yes,No,5.62,No,Morning
1,Mobile,RoundTrip,93,44,22,Fri,PENPER,Malaysia,No,Yes,No,5.62,No,Night
2,Internet,RoundTrip,312,26,15,Thu,PENPER,Malaysia,Yes,No,No,5.62,Yes,Afternoon
1,Internet,RoundTrip,211,23,6,Sun,PENPER,Australia,Yes,Yes,No,5.62,No,Morning
1,Internet,RoundTrip,61,20,3,Fri,PENPER,Malaysia,No,No,No,5.62,No,Night
1,Mobile,RoundTrip,103,35,14,Mon,PENPER,Malaysia,No,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,46,21,12,Wed,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
2,Internet,RoundTrip,76,17,6,Thu,PENPER,Australia,Yes,Yes,No,5.62,No,Morning
2,Internet,RoundTrip,36,28,6,Fri,PENPER,Singapore,Yes,No,No,5.62,Yes,Morning
1,Internet,RoundTrip,117,17,11,Wed,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,4,77,5,Tue,PENPER,Malaysia,No,Yes,Yes,5.62,No,Morning
2,Internet,RoundTrip,56,22,14,Fri,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,283,39,6,Mon,PENPER,Australia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,249,123,1,Tue,PENPER,Malaysia,Yes,No,No,5.62,No,Night
1,Internet,RoundTrip,4,25,10,Wed,PENPER,Australia,Yes,Yes,No,5.62,No,Morning
2,Internet,RoundTrip,54,18,13,Mon,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,5,18,14,Sat,PENPER,Malaysia,No,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,38,29,1,Tue,PENPER,Malaysia,No,No,Yes,5.62,No,Night
1,Internet,RoundTrip,14,24,5,Thu,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,26,31,13,Fri,PENPER,Malaysia,No,Yes,Yes,5.62,Yes,Afternoon
1,Internet,RoundTrip,23,19,8,Wed,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,35,30,2,Sat,PENPER,Australia,No,No,No,5.62,No,Night
1,Internet,RoundTrip,67,85,6,Mon,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,26,64,14,Sun,PENPER,Malaysia,No,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,47,47,13,Sat,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
2,Internet,RoundTrip,369,31,1,Tue,PENPER,Australia,Yes,No,Yes,5.62,No,Night
2,Internet,RoundTrip,75,33,5,Thu,PENPER,Australia,Yes,Yes,No,5.62,No,Morning
1,Internet,RoundTrip,114,31,8,Tue,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,29,22,7,Tue,PENPER,Malaysia,No,No,No,5.62,No,Morning
2,Internet,RoundTrip,28,31,7,Tue,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,133,83,3,Sat,PENPER,Malaysia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,8,73,14,Mon,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,66,81,5,Sat,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,158,21,5,Tue,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,536,17,4,Wed,PENPER,Australia,No,No,No,5.62,No,Night
1,Internet,RoundTrip,26,91,12,Sat,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,52,18,12,Tue,PENPER,Malaysia,Yes,Yes,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,17,20,15,Sun,PENPER,Australia,No,No,No,5.62,No,Afternoon
2,Internet,RoundTrip,73,18,7,Wed,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,52,17,3,Sun,PENPER,Australia,Yes,Yes,No,5.62,Yes,Night
1,Internet,RoundTrip,177,56,6,Thu,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,43,87,7,Thu,PENPER,Malaysia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,171,19,7,Fri,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,73,116,6,Fri,PENPER,Australia,Yes,No,No,5.62,Yes,Morning
1,Internet,RoundTrip,35,77,12,Mon,PENPER,Malaysia,Yes,No,No,5.62,Yes,Afternoon
1,Internet,RoundTrip,7,88,10,Sat,PENPER,Malaysia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,93,91,12,Thu,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
2,Internet,RoundTrip,171,29,14,Tue,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
2,Internet,RoundTrip,2,115,5,Mon,PENPER,Malaysia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,8,86,5,Fri,PENPER,Malaysia,No,No,No,5.62,No,Morning
1,Internet,RoundTrip,88,27,5,Fri,PENPER,Australia,Yes,No,Yes,5.62,No,Morning
1,Internet,RoundTrip,25,122,3,Tue,PENPER,Australia,Yes,No,No,5.62,No,Night
2,Internet,RoundTrip,46,18,4,Tue,PENPER,Australia,Yes,Yes,No,5.62,No,Night
1,Internet,RoundTrip,20,32,13,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
3,Internet,RoundTrip,251,17,6,Sun,PENPER,Australia,Yes,Yes,Yes,5.62,No,Morning
1,Internet,RoundTrip,4,18,1,Sun,PENPER,Australia,Yes,No,No,5.62,No,Night
2,Internet,RoundTrip,17,64,3,Wed,PENPER,Malaysia,Yes,No,No,5.62,No,Night
2,Internet,RoundTrip,102,58,3,Wed,PENPER,Australia,Yes,Yes,Yes,5.62,No,Night
1,Internet,RoundTrip,1,91,9,Thu,PENPER,Australia,Yes,No,Yes,5.62,No,Morning
1,Internet,RoundTrip,130,29,12,Mon,PENPER,Australia,Yes,No,No,5.62,No,Afternoon
1,Internet,RoundTrip,191,29,11,Tue,PENPER,Italy,Yes,No,Yes,5.62,No,Morning
1,Internet,RoundTrip,75,289,16,Sun,PENPER,Malaysia,Yes,Yes,Yes,5.62,Yes,Afternoon
2,Internet,RoundTrip,30,18,14,Thu,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,15,28,2,Thu,PENPER,Malaysia,No,No,No,5.62,No,Night
1,Internet,RoundTrip,104,90,17,Fri,PENPER,Australia,Yes,No,No,5.62,No,Evening
2,Internet,RoundTrip,278,17,2,Mon,PENPER,Australia,Yes,Yes,Yes,5.62,Yes,Night
1,Internet,RoundTrip,85,27,4,Sat,PENPER,Australia,Yes,No,No,5.62,No,Night
1,Internet,RoundTrip,91,21,2,Tue,PENPER,Australia,Yes,No,Yes,5.62,No,Night
1,Internet,RoundTrip,4,1,5,Sat,PENPER,Australia,No,Yes,No,5.62,No,Morning
2,Internet,RoundTrip,124,40,11,Sun,PENPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,45,32,12,Fri,PENPER,Australia,Yes,No,Yes,5.62,No,Afternoon
1,Mobile,RoundTrip,94,25,1,Sun,PENPER,Australia,Yes,Yes,Yes,5.62,No,Night
1,Internet,RoundTrip,56,27,8,Sat,PENPER,Malaysia,Yes,Yes,No,5.62,Yes,Morning
1,Internet,RoundTrip,201,17,3,Wed,PENPER,Australia,Yes,Yes,Yes,5.62,No,Night
2,Internet,RoundTrip,91,23,10,Tue,PENPER,Australia,Yes,No,No,5.62,No,Morning
2,Internet,RoundTrip,138,37,0,Mon,PENPUS,Malaysia,Yes,No,No,6.33,Yes,Night
1,Internet,RoundTrip,31,17,3,Thu,PENPUS,Malaysia,Yes,No,Yes,6.33,Yes,Night
2,Internet,RoundTrip,185,17,2,Mon,PENPUS,Malaysia,Yes,Yes,Yes,6.33,Yes,Night
4,Internet,RoundTrip,42,20,11,Thu,PENPUS,Malaysia,Yes,Yes,Yes,6.33,Yes,Morning
2,Internet,RoundTrip,163,39,9,Thu,PENPUS,Malaysia,Yes,Yes,No,6.33,Yes,Morning
2,Mobile,RoundTrip,57,29,14,Sat,PENPUS,Malaysia,Yes,Yes,Yes,6.33,No,Afternoon
1,Internet,RoundTrip,78,41,8,Thu,PENPUS,Malaysia,Yes,No,No,6.33,No,Morning
2,Mobile,RoundTrip,293,23,18,Sun,PENPUS,Malaysia,Yes,No,No,6.33,No,Evening
1,Internet,RoundTrip,5,92,9,Wed,PENPUS,South Korea,Yes,No,No,6.33,No,Morning
1,Internet,RoundTrip,190,22,4,Fri,PENPUS,Malaysia,Yes,Yes,Yes,6.33,No,Night
3,Internet,RoundTrip,23,18,2,Tue,PENPUS,Malaysia,Yes,Yes,Yes,6.33,No,Night
2,Internet,RoundTrip,180,39,7,Mon,PENPUS,Malaysia,Yes,No,No,6.33,Yes,Morning
1,Internet,RoundTrip,15,24,5,Tue,PENPUS,South Korea,No,No,Yes,6.33,Yes,Morning
1,Internet,RoundTrip,8,83,5,Sat,PENPUS,South Korea,No,No,No,6.33,No,Morning
1,Internet,RoundTrip,63,60,14,Thu,PENPUS,Malaysia,Yes,Yes,No,6.33,Yes,Afternoon
1,Internet,RoundTrip,48,53,16,Sun,PENPUS,Malaysia,Yes,No,No,6.33,No,Afternoon
1,Internet,RoundTrip,55,20,12,Tue,PENPUS,Malaysia,No,No,Yes,6.33,Yes,Afternoon
1,Internet,RoundTrip,9,62,3,Sat,PENPUS,South Korea,Yes,No,Yes,6.33,No,Night
2,Mobile,RoundTrip,14,30,13,Tue,PENPUS,Malaysia,Yes,No,Yes,6.33,No,Afternoon
4,Internet,RoundTrip,118,32,13,Sun,PENPUS,Malaysia,Yes,No,Yes,6.33,No,Afternoon
1,Internet,RoundTrip,9,27,2,Sat,PENPUS,South Korea,No,No,No,6.33,No,Night
2,Internet,RoundTrip,45,55,1,Mon,PENPUS,South Korea,Yes,Yes,Yes,6.33,No,Night
1,Mobile,RoundTrip,7,77,2,Wed,PENPUS,Malaysia,Yes,No,No,6.33,No,Night
1,Internet,RoundTrip,22,20,7,Tue,PENPUS,South Korea,No,No,No,6.33,No,Morning
2,Internet,RoundTrip,120,34,19,Fri,PENPUS,Malaysia,Yes,Yes,No,6.33,No,Evening
2,Internet,RoundTrip,1,1,7,Tue,PENPUS,South Korea,No,Yes,Yes,6.33,No,Morning
2,Internet,RoundTrip,7,71,6,Tue,PENPUS,Malaysia,Yes,Yes,Yes,6.33,Yes,Morning
2,Internet,RoundTrip,211,26,7,Mon,PENPUS,Malaysia,Yes,Yes,No,6.33,No,Morning
1,Internet,RoundTrip,49,19,5,Sat,PENPUS,Malaysia,Yes,Yes,No,6.33,Yes,Morning
1,Internet,RoundTrip,2,26,12,Thu,PENPUS,Malaysia,Yes,No,Yes,6.33,Yes,Afternoon
2,Internet,RoundTrip,77,17,15,Sun,PENPUS,Malaysia,Yes,No,No,6.33,No,Afternoon
1,Internet,RoundTrip,66,17,7,Mon,PENPUS,Malaysia,Yes,Yes,Yes,6.33,Yes,Morning
1,Internet,RoundTrip,6,28,5,Sat,PENPVG,Malaysia,Yes,Yes,Yes,5.33,No,Morning
1,Internet,RoundTrip,0,1,3,Tue,PENPVG,Malaysia,Yes,Yes,No,5.33,Yes,Night
1,Internet,RoundTrip,54,1,0,Sat,PENPVG,Malaysia,No,No,No,5.33,No,Night
1,Internet,RoundTrip,20,27,6,Sat,PENPVG,China,Yes,No,Yes,5.33,No,Morning
1,Mobile,RoundTrip,7,18,7,Thu,PENPVG,Malaysia,No,No,No,5.33,No,Morning
3,Mobile,RoundTrip,404,40,5,Mon,PENPVG,China,Yes,No,No,5.33,No,Morning
3,Internet,RoundTrip,198,36,9,Wed,PENPVG,China,Yes,Yes,Yes,5.33,No,Morning
1,Internet,RoundTrip,92,20,14,Tue,PENPVG,China,No,No,No,5.33,No,Afternoon
1,Internet,RoundTrip,19,18,6,Tue,PENPVG,China,No,No,No,5.33,No,Morning
1,Internet,RoundTrip,2,1,3,Fri,PENPVG,Malaysia,No,Yes,Yes,5.33,Yes,Night
2,Internet,RoundTrip,30,17,14,Wed,PENPVG,Malaysia,No,No,Yes,5.33,No,Afternoon
1,Internet,RoundTrip,21,33,3,Wed,PENPVG,China,No,No,Yes,5.33,No,Night
1,Internet,RoundTrip,31,28,14,Wed,PENPVG,Malaysia,Yes,Yes,Yes,5.33,No,Afternoon
1,Internet,RoundTrip,131,58,12,Tue,PENPVG,China,Yes,No,No,5.33,No,Afternoon
1,Internet,RoundTrip,2,19,7,Wed,PENPVG,Taiwan,No,No,No,5.33,Yes,Morning
2,Mobile,RoundTrip,49,30,15,Thu,PENPVG,Malaysia,Yes,No,No,5.33,No,Afternoon
3,Internet,RoundTrip,198,36,9,Wed,PENPVG,China,Yes,Yes,Yes,5.33,No,Morning
1,Internet,RoundTrip,279,22,16,Sat,PENPVG,China,No,No,No,5.33,Yes,Afternoon
1,Internet,RoundTrip,62,34,7,Mon,PENPVG,United States,No,No,No,5.33,No,Morning
1,Internet,RoundTrip,31,29,8,Wed,PENPVG,Malaysia,Yes,Yes,No,5.33,No,Morning
3,Internet,RoundTrip,76,19,1,Wed,PENPVG,Malaysia,Yes,No,No,5.33,No,Night
1,Mobile,RoundTrip,77,17,3,Fri,PENPVG,Malaysia,No,No,No,5.33,No,Night
1,Internet,RoundTrip,10,17,4,Sat,PENPVG,Malaysia,No,Yes,No,5.33,No,Night
1,Internet,RoundTrip,10,59,4,Fri,PENPVG,Malaysia,No,No,No,5.33,No,Night
3,Internet,RoundTrip,86,47,23,Sat,PENPVG,China,Yes,No,Yes,5.33,No,Night
7,Internet,OneWay,9,1,11,Wed,PENPVG,Malaysia,Yes,Yes,No,5.33,Yes,Morning
1,Internet,RoundTrip,28,20,4,Wed,PENPVG,China,Yes,No,No,5.33,No,Night
1,Internet,RoundTrip,28,23,6,Fri,PENPVG,Malaysia,No,Yes,Yes,5.33,No,Morning
1,Internet,RoundTrip,71,30,1,Sat,PENPVG,China,No,No,No,5.33,No,Night
1,Internet,RoundTrip,5,19,13,Wed,PENPVG,Malaysia,Yes,Yes,Yes,5.33,No,Afternoon
1,Internet,RoundTrip,5,1,16,Wed,PENPVG,Italy,No,No,No,5.33,Yes,Afternoon
1,Internet,RoundTrip,27,30,4,Tue,PENPVG,Malaysia,No,No,No,5.33,No,Night
1,Internet,RoundTrip,7,19,7,Wed,PENPVG,China,Yes,No,No,5.33,No,Morning
3,Internet,RoundTrip,84,29,11,Mon,PENPVG,China,Yes,No,No,5.33,Yes,Morning
1,Internet,RoundTrip,8,1,4,Thu,PENPVG,Malaysia,No,No,No,5.33,Yes,Night
1,Internet,RoundTrip,41,65,10,Sat,PENPVG,China,Yes,No,Yes,5.33,No,Morning
3,Internet,RoundTrip,225,53,12,Sat,PENPVG,China,No,No,Yes,5.33,No,Afternoon
1,Internet,RoundTrip,1,28,13,Wed,PENPVG,Malaysia,Yes,Yes,Yes,5.33,No,Afternoon
1,Internet,RoundTrip,334,18,15,Sun,PENPVG,Malaysia,No,No,No,5.33,No,Afternoon
1,Mobile,RoundTrip,55,60,6,Thu,PENPVG,Malaysia,Yes,No,No,5.33,No,Morning
1,Internet,RoundTrip,34,20,5,Tue,PENPVG,Malaysia,Yes,No,No,5.33,Yes,Morning
2,Internet,RoundTrip,14,24,9,Fri,PENPVG,Malaysia,No,No,Yes,5.33,No,Morning
2,Internet,RoundTrip,4,27,7,Fri,PENPVG,China,Yes,No,No,5.33,Yes,Morning
1,Internet,RoundTrip,6,54,0,Wed,PENSYD,Australia,No,No,Yes,8.58,Yes,Night
1,Internet,RoundTrip,251,20,5,Thu,PENSYD,Australia,Yes,No,Yes,8.58,No,Morning
2,Internet,RoundTrip,248,19,10,Tue,PENSYD,Australia,No,Yes,Yes,8.58,No,Morning
1,Internet,RoundTrip,99,150,16,Sun,PENSYD,Malaysia,Yes,No,Yes,8.58,No,Afternoon
3,Internet,RoundTrip,73,28,10,Wed,PENSYD,Malaysia,Yes,No,No,8.58,No,Morning
1,Internet,RoundTrip,3,48,4,Fri,PENSYD,Malaysia,Yes,No,No,8.58,No,Night
2,Internet,RoundTrip,77,74,14,Tue,PENSYD,Malaysia,Yes,Yes,Yes,8.58,Yes,Afternoon
1,Internet,RoundTrip,14,23,3,Fri,PENSYD,Singapore,Yes,Yes,Yes,8.58,No,Night
1,Internet,RoundTrip,127,21,5,Sun,PENSYD,Australia,Yes,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,128,43,12,Wed,PENSYD,Malaysia,No,No,No,8.58,Yes,Afternoon
2,Internet,RoundTrip,23,90,23,Sun,PENSYD,Australia,Yes,Yes,Yes,8.58,No,Night
1,Internet,RoundTrip,46,71,17,Thu,PENSYD,Italy,Yes,Yes,Yes,8.58,No,Evening
1,Internet,RoundTrip,30,17,1,Sun,PENSYD,Australia,No,No,No,8.58,No,Night
1,Mobile,RoundTrip,24,40,11,Mon,PENSYD,Malaysia,No,Yes,No,8.58,Yes,Morning
2,Internet,RoundTrip,136,45,10,Sun,PENSYD,France,No,No,Yes,8.58,Yes,Morning
1,Internet,RoundTrip,13,85,19,Thu,PENSYD,Malaysia,Yes,No,Yes,8.58,No,Evening
1,Internet,RoundTrip,39,62,1,Thu,PENSYD,Malaysia,No,No,No,8.58,No,Night
1,Internet,RoundTrip,269,63,21,Mon,PENSYD,Australia,Yes,No,No,8.58,No,Night
1,Internet,RoundTrip,17,50,21,Wed,PENSYD,Australia,Yes,No,No,8.58,No,Night
1,Internet,RoundTrip,17,89,6,Wed,PENSYD,Australia,Yes,No,No,8.58,No,Morning
